,Condition,Date/Time,current,power,voltage
41,normal,Wed Nov  6 19:41:35 2019,0.18,2.67,14.45
42,normal,Wed Nov  6 19:41:36 2019,0.14,2.13,14.45
43,normal,Wed Nov  6 19:41:37 2019,0.17,2.53,14.44
44,normal,Wed Nov  6 19:41:38 2019,0.18,2.67,14.45
45,normal,Wed Nov  6 19:41:39 2019,0.17,2.53,14.46
46,normal,Wed Nov  6 19:41:40 2019,0.22,3.2,14.46
47,normal,Wed Nov  6 19:41:41 2019,0.15,2.26,14.47
48,normal,Wed Nov  6 19:41:42 2019,0.16,2.4,14.44
49,normal,Wed Nov  6 19:41:43 2019,0.18,2.67,14.46
50,normal,Wed Nov  6 19:41:44 2019,0.19,2.8,14.45
51,normal,Wed Nov  6 19:41:45 2019,0.16,2.4,14.45
52,normal,Wed Nov  6 19:41:46 2019,0.16,2.4,14.47
53,normal,Wed Nov  6 19:41:47 2019,0.16,2.4,14.47
54,normal,Wed Nov  6 19:41:48 2019,0.18,2.67,14.46
55,normal,Wed Nov  6 19:41:49 2019,0.19,2.8,14.47
56,normal,Wed Nov  6 19:41:50 2019,0.17,2.53,14.47
57,normal,Wed Nov  6 19:41:51 2019,0.16,2.4,14.45
58,normal,Wed Nov  6 19:41:52 2019,0.18,2.67,14.45
59,normal,Wed Nov  6 19:41:53 2019,0.17,2.53,14.46
60,normal,Wed Nov  6 19:41:54 2019,0.17,2.53,14.44
61,normal,Wed Nov  6 19:41:55 2019,0.17,2.53,14.46
62,normal,Wed Nov  6 19:41:56 2019,0.2,2.93,14.45
63,normal,Wed Nov  6 19:41:57 2019,0.19,2.8,14.44
64,normal,Wed Nov  6 19:41:58 2019,0.17,2.53,14.45
65,normal,Wed Nov  6 19:41:59 2019,0.14,2.13,14.45
66,normal,Wed Nov  6 19:42:00 2019,0.18,2.66,14.44
67,normal,Wed Nov  6 19:42:01 2019,0.19,2.8,14.45
68,normal,Wed Nov  6 19:42:02 2019,0.13,2.0,14.44
69,normal,Wed Nov  6 19:42:03 2019,0.21,3.06,14.44
70,normal,Wed Nov  6 19:42:04 2019,0.16,2.4,14.44
71,normal,Wed Nov  6 19:42:05 2019,0.17,2.53,14.45
72,normal,Wed Nov  6 19:42:06 2019,0.15,2.26,14.47
